12:04, Wednesday, June 10, 2015
Study name: Static 2
Units :N/m^2
Selected reference : Front Plane
Node  ,SX  ,SY  ,SZ  ,TXY  ,TXZ  ,TYZ
7257  ,-1.15237e+002  ,1.35679e+003  ,4.47375e+002  ,5.77996e+002  ,5.36148e+000  ,-4.37612e+000
7258  ,-5.35385e+002  ,3.74118e+002  ,8.58233e+001  ,7.55794e+002  ,1.42754e+001  ,-7.18412e+000
7259  ,3.76843e+002  ,1.34623e+002  ,-9.12972e+001  ,4.96620e+002  ,2.66319e+000  ,-1.18202e+000
7260  ,3.76887e+002  ,1.44244e+002  ,-7.50963e+001  ,5.33370e+002  ,4.47711e+000  ,-4.32194e+000
7261  ,3.54622e+002  ,1.21696e+002  ,-9.29170e+001  ,5.47604e+002  ,5.22142e+000  ,2.78524e+000
7262  ,2.61518e+002  ,2.98732e+002  ,3.12617e+000  ,7.12493e+002  ,-3.12500e+000  ,-9.91968e-001
7263  ,5.21442e+002  ,1.01207e+002  ,2.62823e+001  ,6.86984e+002  ,2.11514e+000  ,6.16435e+000
7264  ,8.67403e+002  ,-9.20263e+000  ,2.42535e+002  ,7.24877e+002  ,3.30462e+000  ,-3.40855e+000
7265  ,6.48470e+002  ,6.36867e+001  ,1.13941e+002  ,7.71216e+002  ,1.12884e+001  ,-3.48760e+001
7266  ,-1.00262e+003  ,-2.15881e+003  ,-6.66452e+002  ,3.71502e+002  ,1.01775e+000  ,-1.25029e+001
7267  ,-1.46807e+003  ,-1.88422e+003  ,-7.48264e+002  ,5.43555e+002  ,7.71021e+000  ,-2.99851e+001
7268  ,-1.09941e+003  ,-2.30749e+003  ,-7.00251e+002  ,-3.43820e+002  ,-1.77322e+001  ,-2.48309e+001
7269  ,-8.35211e+002  ,-2.00023e+003  ,-5.29674e+002  ,3.94417e+002  ,1.15707e+001  ,-8.71099e+001
7270  ,-3.54211e+002  ,-1.60641e+003  ,-2.72981e+002  ,2.04769e+001  ,-9.87224e+000  ,-1.09052e+002
7271  ,-2.71851e+001  ,-1.13157e+003  ,-9.28548e+001  ,5.58875e+002  ,1.50214e+001  ,-7.82968e+001
7272  ,-8.16608e+001  ,-1.34665e+003  ,-1.19482e+002  ,1.87641e+002  ,7.64382e+000  ,-2.02374e+001
7273  ,4.88682e+002  ,-7.65687e+002  ,1.46877e+002  ,5.24122e+002  ,3.04837e+000  ,-4.04255e+001
7274  ,-5.45045e+002  ,-1.26449e+003  ,-2.96130e+002  ,7.95372e+002  ,4.23397e+001  ,-5.81995e+001
7275  ,-9.98153e+002  ,-1.13885e+003  ,-4.09702e+002  ,7.26759e+002  ,4.05261e+000  ,-3.15145e+001
7276  ,7.94912e+002  ,-2.82719e+002  ,2.68320e+002  ,7.79666e+002  ,2.34951e+000  ,-1.05458e+001
7277  ,3.79774e+002  ,-6.13960e+002  ,1.18821e+002  ,6.83179e+002  ,1.41936e+001  ,-6.18258e+001
7278  ,6.30753e+002  ,-2.88928e+002  ,1.93018e+002  ,8.37075e+002  ,1.12865e+001  ,-7.16310e+001
7279  ,8.23031e+002  ,-3.67418e+002  ,2.91459e+002  ,6.26241e+002  ,7.30119e+000  ,-2.93334e+001
7280  ,6.51303e+002  ,-1.40119e+002  ,1.99152e+002  ,8.58126e+002  ,1.85516e+001  ,-3.22724e+001
7281  ,-8.00297e+001  ,-6.48487e+002  ,-3.11173e+001  ,8.94958e+002  ,3.50286e+001  ,-6.92693e+001
7282  ,5.40675e+002  ,-5.60413e+001  ,1.41017e+002  ,8.58018e+002  ,5.62557e+000  ,-2.37769e+001
7283  ,3.03931e+001  ,-7.75399e+002  ,-2.45139e+000  ,7.77775e+002  ,1.59334e+001  ,-3.78373e+001
7284  ,2.35110e+002  ,-9.81717e+000  ,8.62969e+001  ,9.98475e+002  ,2.98331e+001  ,-4.64372e+001
7285  ,-6.19389e+002  ,-4.96365e+001  ,-3.33912e+001  ,9.01182e+002  ,8.75924e+001  ,-3.56922e+001
7286  ,-4.00084e+002  ,-4.47605e+002  ,-7.22657e+001  ,9.98861e+002  ,5.99620e+001  ,-6.55176e+001
7287  ,-3.35420e+002  ,6.74401e+002  ,1.98439e+002  ,7.21675e+002  ,2.71868e+001  ,-1.47843e+001
7288  ,-6.94290e+002  ,-1.68694e+002  ,-8.78695e+001  ,8.95341e+002  ,1.68889e+001  ,-1.71753e+001
7289  ,-2.60837e+002  ,5.48945e+002  ,1.41093e+002  ,9.13652e+002  ,1.06601e+001  ,-1.52025e+001
7290  ,1.79732e+002  ,1.73543e+002  ,8.82042e+001  ,9.58104e+002  ,2.10945e+001  ,-2.63408e+001
7291  ,-4.04081e+002  ,-7.26868e+002  ,-1.52096e+002  ,9.30906e+002  ,4.18544e+001  ,-4.84137e+001
7292  ,-3.48004e+001  ,-2.70541e+002  ,1.84469e+000  ,1.01333e+003  ,3.11688e+001  ,-4.21646e+001
7293  ,1.01596e+002  ,3.75566e+002  ,-1.04855e+002  ,5.31170e+002  ,8.37192e+000  ,-2.90692e+000
7294  ,1.04599e+002  ,3.78617e+002  ,-8.89545e+001  ,5.70000e+002  ,1.61328e+001  ,4.75570e+000
7295  ,9.13739e+001  ,5.67441e+002  ,3.94776e+001  ,7.56549e+002  ,3.63504e+000  ,-5.16235e+000
7296  ,7.91284e+001  ,5.89998e+002  ,5.61979e+001  ,7.70648e+002  ,2.67095e+001  ,3.68826e+000
7297  ,3.55868e+002  ,2.07192e+002  ,5.90237e+001  ,8.09706e+002  ,2.60933e+001  ,-2.27795e+001
7298  ,9.10375e+000  ,8.78487e+002  ,2.01356e+002  ,7.90709e+002  ,1.27295e+001  ,9.86986e-001
7299  ,2.40547e+002  ,2.95652e+002  ,-3.81285e+000  ,7.31098e+002  ,4.98237e+000  ,6.78977e-001
7300  ,1.95095e+001  ,3.83476e+002  ,1.08843e+002  ,9.35905e+002  ,2.70489e+001  ,-1.74016e+001
7301  ,-1.06291e+002  ,1.46542e+003  ,4.18702e+002  ,5.16456e+002  ,8.07809e+001  ,-1.45872e+000
7302  ,-2.44690e+001  ,8.47022e+002  ,1.52127e+002  ,7.65795e+002  ,3.92227e+001  ,-5.17546e+000
7303  ,-8.12961e+001  ,1.13830e+003  ,2.57405e+002  ,7.16742e+002  ,9.62037e+001  ,4.84233e+000
7304  ,-4.06931e+002  ,5.40401e+002  ,1.41203e+002  ,7.63525e+002  ,9.35837e+001  ,-2.52803e+001
7305  ,-1.20387e+002  ,1.36661e+003  ,4.22741e+002  ,5.80938e+002  ,3.95914e+001  ,9.47202e-001
7306  ,-1.13872e+002  ,1.13386e+003  ,2.99550e+002  ,7.50540e+002  ,2.23484e+001  ,1.28480e+000
7307  ,-2.31099e+002  ,5.59348e+002  ,1.24764e+002  ,9.13997e+002  ,5.04551e+001  ,-1.96769e+001
7308  ,2.63416e+001  ,8.37808e+002  ,1.66207e+002  ,7.65917e+002  ,3.17976e+001  ,-3.75267e+000
7309  ,9.96099e+001  ,3.38487e+002  ,8.66828e+001  ,9.16838e+002  ,4.83285e+001  ,-2.87156e+001
7310  ,-2.73869e+002  ,-2.23924e+002  ,1.00623e+001  ,9.76976e+002  ,1.05473e+002  ,-1.08955e+002
7311  ,3.82263e+002  ,-1.55922e+002  ,9.59482e+001  ,9.07015e+002  ,4.11330e+001  ,-8.33125e+001
7312  ,3.77399e+002  ,-2.35579e+001  ,9.87263e+001  ,9.53278e+002  ,3.34392e+001  ,-4.58581e+001
7313  ,-4.41747e+002  ,-4.46059e+001  ,-1.40997e+001  ,9.41940e+002  ,8.91804e+001  ,-5.71972e+001
7314  ,-1.70538e+002  ,-4.07587e+002  ,-1.48413e+001  ,9.85194e+002  ,5.55100e+001  ,-7.95274e+001
7315  ,1.74211e+002  ,-2.02584e+002  ,6.82115e+001  ,9.66929e+002  ,2.70797e+001  ,-6.19519e+001
7316  ,-1.13002e+002  ,4.33431e+001  ,5.26782e+001  ,1.08978e+003  ,3.55914e+001  ,-4.09297e+001
7317  ,1.17524e+002  ,3.23150e+002  ,7.97222e+001  ,9.07604e+002  ,2.93983e+001  ,-2.25238e+001
7318  ,-1.00288e+002  ,5.19175e+002  ,1.18020e+002  ,9.09483e+002  ,4.56265e+001  ,-2.75284e+001
7319  ,-3.78757e+003  ,-8.55321e+002  ,6.50912e+001  ,6.05977e+002  ,-1.06229e+002  ,1.04983e+002
7320  ,-4.34675e+003  ,-1.00744e+003  ,-3.65533e+001  ,1.07188e+003  ,-2.07255e+002  ,1.80725e+002
7321  ,-4.07969e+003  ,-8.02438e+002  ,-4.67970e+001  ,6.99252e+002  ,-9.93454e+001  ,7.71939e+001
7322  ,-3.76389e+003  ,-6.10270e+002  ,1.41345e+001  ,1.55314e+002  ,-4.77557e+001  ,6.27988e+001
7323  ,-3.37773e+003  ,-3.72300e+002  ,8.72846e+001  ,-3.27762e+001  ,1.21510e+001  ,-1.59338e+000
7324  ,-3.24753e+003  ,-4.51518e+002  ,-4.64975e+001  ,2.12460e+002  ,-6.19497e+001  ,-1.59155e+001
7325  ,-3.06449e+003  ,-4.87241e+002  ,7.67473e+000  ,-6.15888e+001  ,1.45599e+001  ,2.11841e+001
7326  ,-2.82630e+003  ,-3.78408e+002  ,-1.54571e+000  ,-1.69925e+002  ,5.20567e+001  ,-2.53656e+001
7327  ,-2.83357e+003  ,-5.80187e+002  ,1.62986e+001  ,-1.66146e+002  ,1.01049e+002  ,-7.61765e+001
7328  ,-9.65011e+002  ,-3.37092e+002  ,9.45714e+000  ,-9.27988e+001  ,4.36541e+001  ,-1.37396e+002
7329  ,-1.65536e+003  ,-3.37516e+002  ,2.08856e+001  ,-1.20701e+002  ,5.82286e+001  ,-1.40448e+002
7330  ,-2.33728e+003  ,-2.46590e+002  ,1.27631e+001  ,5.55137e+000  ,-6.70581e-001  ,-8.33318e+001
7331  ,-2.69370e+003  ,-2.90002e+002  ,1.91465e+001  ,7.62559e+001  ,-1.59367e+001  ,-3.62280e+001
7332  ,2.62371e+003  ,-6.25896e+001  ,1.39128e+002  ,-5.35175e+001  ,2.84103e+001  ,-1.28497e+002
7333  ,1.65879e+003  ,-1.53110e+002  ,4.87368e+001  ,-2.04641e+002  ,5.01058e+001  ,-1.42897e+002
7334  ,9.91030e+002  ,-1.94653e+002  ,7.11340e+001  ,-1.09869e+002  ,3.24134e+001  ,-1.52475e+002
7335  ,2.32268e+002  ,-1.82223e+002  ,4.20551e+001  ,-1.40177e+002  ,4.63404e+001  ,-1.44329e+002
7336  ,2.82805e+003  ,-4.75029e+001  ,1.29785e+002  ,-1.19621e+002  ,6.06355e+001  ,-1.34409e+002
7337  ,2.86133e+003  ,1.18064e+001  ,5.95928e+001  ,1.31612e+001  ,-9.06699e+000  ,-1.07195e+002
7338  ,5.77119e+001  ,-1.60941e+002  ,9.97280e+000  ,-4.52011e+001  ,3.37834e+001  ,-1.34524e+002
7339  ,-4.60782e+003  ,-1.28315e+003  ,-1.00925e+002  ,1.13993e+003  ,-1.97372e+002  ,1.34498e+002
7340  ,-3.92172e+003  ,-7.43844e+002  ,1.08655e+002  ,7.90262e+002  ,-5.10948e+001  ,7.82337e+001
7341  ,-4.49870e+003  ,-1.02845e+003  ,-1.73347e+002  ,9.74985e+002  ,-6.89711e+000  ,4.79693e+001
7342  ,-4.03785e+003  ,-8.12103e+002  ,-7.42533e+001  ,2.55037e+002  ,-3.89966e+001  ,4.19283e+001
7343  ,-3.44913e+003  ,-6.06466e+002  ,-1.04251e+002  ,2.10779e+002  ,-8.18496e+001  ,-6.61709e+000
7344  ,-3.65533e+003  ,-1.14133e+003  ,-3.26463e+002  ,1.88862e+002  ,-8.32397e+001  ,2.61385e+001
7345  ,-2.57023e+003  ,-1.37624e+003  ,-1.70043e+002  ,6.38397e+002  ,-6.74868e+001  ,-1.43273e+002
7346  ,-4.05860e+003  ,-1.90303e+003  ,-4.24814e+002  ,5.93085e+002  ,-6.37032e+001  ,-6.23863e+001
7347  ,-3.85215e+003  ,-5.82067e+002  ,-7.43701e+001  ,2.25916e+002  ,-6.71721e+001  ,-7.78400e-001
7348  ,-2.21516e+003  ,-1.50905e+003  ,-3.90567e+002  ,8.36917e+002  ,2.15688e+001  ,-1.04855e+002
7349  ,-7.84031e+002  ,-8.84830e+002  ,-7.48646e+001  ,8.90048e+002  ,-2.18701e+001  ,-1.64195e+002
7350  ,-2.25582e+003  ,-1.23839e+003  ,-2.95927e+002  ,3.39108e+002  ,-4.04885e+001  ,-1.04605e+002
7351  ,-1.19828e+003  ,-1.12297e+003  ,-1.19837e+002  ,7.77418e+002  ,-1.42889e+001  ,-2.08038e+002
7352  ,-2.52591e+003  ,-1.64374e+003  ,-2.55282e+002  ,8.72249e+002  ,1.54269e+001  ,-1.21214e+002
7353  ,-2.67440e+003  ,-1.18597e+003  ,-1.99849e+002  ,3.13841e+002  ,-8.49009e+001  ,-9.08793e+001
7354  ,1.58389e+003  ,-1.52885e+002  ,1.34802e+002  ,-3.68258e+001  ,2.46981e+001  ,-1.41869e+002
7355  ,1.44493e+003  ,-1.47257e+002  ,1.82158e+002  ,-6.09245e+000  ,4.70912e+000  ,-1.06203e+002
7356  ,3.54586e+001  ,-2.43178e+002  ,9.51178e+001  ,-6.72159e+001  ,3.09097e+001  ,-1.51208e+002
7357  ,-1.49300e+003  ,-3.21722e+002  ,-3.20533e+001  ,2.97484e+000  ,-8.82123e+000  ,-9.35929e+001
7358  ,-9.39019e+002  ,-2.55960e+002  ,2.12144e+000  ,-9.11482e+000  ,1.67138e+001  ,-1.23964e+002
7359  ,1.05639e+003  ,-1.05978e+002  ,7.58558e+001  ,-3.68853e+001  ,2.11679e+001  ,-1.48661e+002
7360  ,-1.93599e+003  ,-4.71059e+002  ,-5.51123e+001  ,9.94545e+001  ,-3.72800e+001  ,-8.67328e+001
7361  ,-1.98229e+003  ,-7.75516e+002  ,-1.30471e+002  ,1.77015e+002  ,-4.22721e+001  ,-8.70311e+001
7362  ,-2.42257e+003  ,-7.48032e+002  ,-7.70433e+001  ,1.78916e+002  ,-7.65813e+001  ,-7.75770e+001
7363  ,-1.07032e+003  ,-7.22558e+002  ,-2.94820e+001  ,2.60974e+002  ,-4.83758e+001  ,-1.46573e+002
7364  ,-3.62091e+002  ,-2.69388e+002  ,6.33083e+001  ,5.72822e+001  ,-2.41632e+001  ,-1.43465e+002
7365  ,-2.25195e+003  ,-4.00491e+002  ,-1.68299e+001  ,8.76338e+001  ,-5.52949e+001  ,-9.79963e+001
7366  ,-1.35375e+003  ,-8.86609e+002  ,-5.20988e+001  ,4.82216e+002  ,-6.08273e+001  ,-1.90784e+002
7367  ,-2.53014e+003  ,-4.09610e+002  ,-5.59605e-002  ,1.88084e+002  ,-7.83783e+001  ,-7.29796e+001
7368  ,-1.71792e+003  ,-2.47024e+002  ,3.01542e+001  ,8.62316e+000  ,-1.71873e+001  ,-1.09186e+002
7369  ,1.89168e+002  ,-1.24862e+002  ,2.57533e+001  ,2.83341e+001  ,-1.33899e+001  ,-1.35459e+002
7370  ,-2.70117e+003  ,-6.21918e+002  ,-3.40713e+001  ,1.51615e+002  ,-1.03728e+002  ,-6.86447e+001
7371  ,-1.41539e+003  ,-6.39150e+002  ,-9.19995e+000  ,2.08867e+002  ,-6.52214e+001  ,-1.26746e+002
7372  ,-7.92175e+002  ,-2.44213e+002  ,2.34902e+001  ,4.70745e+001  ,-3.60212e+001  ,-1.35058e+002
7373  ,-1.24445e+003  ,-3.88471e+002  ,3.53609e+000  ,9.48124e+001  ,-6.72415e+001  ,-1.44458e+002
7374  ,-8.88826e+002  ,4.84497e+001  ,2.02586e+002  ,-1.19497e+003  ,4.15183e+001  ,-3.72658e+001
7375  ,-6.58193e+002  ,5.67300e+001  ,1.00611e+002  ,-1.23917e+003  ,-1.08275e+002  ,-3.12087e+001
7376  ,-1.19906e+003  ,8.22410e+001  ,1.45419e+002  ,-1.21869e+003  ,7.69347e+001  ,-2.46675e+001
7377  ,-8.41063e+002  ,-6.89083e+001  ,1.06193e-001  ,-1.36843e+003  ,-8.64650e+001  ,-3.15962e+001
7378  ,-9.27769e+002  ,2.72521e+001  ,7.41578e+001  ,-1.40811e+003  ,-5.32190e+001  ,-3.58599e+001
7379  ,-1.04991e+003  ,-1.81559e+000  ,1.04419e+001  ,-1.24223e+003  ,-1.22846e+002  ,-4.07983e+001
7380  ,-9.43233e+002  ,1.54302e+001  ,1.01385e+002  ,-1.41298e+003  ,-5.19103e+001  ,-2.81284e+001
7381  ,-3.65118e+002  ,3.92491e+001  ,7.26323e+001  ,-1.02750e+003  ,-2.14718e+002  ,-1.74677e+001
7382  ,-3.09664e+002  ,7.47024e+001  ,1.11951e+002  ,-1.16462e+003  ,-1.95374e+002  ,-1.05208e+001
7383  ,-6.35680e+002  ,4.46919e+001  ,9.45975e+001  ,-1.25199e+003  ,-1.64495e+002  ,-3.45325e+001
7384  ,1.12903e+002  ,6.49112e+000  ,1.78088e+001  ,-1.00287e+003  ,-3.20689e+002  ,-7.37476e+000
7385  ,-3.00228e+002  ,3.96311e+000  ,8.75443e+000  ,-9.89624e+002  ,-3.35057e+002  ,-1.22450e+001
7386  ,-4.94493e+002  ,1.55490e+001  ,2.16613e+001  ,-1.29923e+003  ,-2.19645e+002  ,-2.63018e+001
7387  ,-7.25082e+002  ,2.89903e+001  ,2.40847e+001  ,-9.55446e+002  ,-3.92987e+002  ,-3.05271e+001
7388  ,-3.24079e+002  ,2.15809e+001  ,4.14370e+001  ,-1.00706e+003  ,-3.31999e+002  ,-2.80287e+001
7389  ,-1.34281e+003  ,1.46201e+000  ,3.63571e+001  ,-1.24262e+003  ,6.82802e+001  ,-1.24140e+001
7390  ,-6.38964e+002  ,7.83385e+000  ,7.82981e+001  ,-1.38332e+003  ,-7.02693e+001  ,-1.77521e+001
7391  ,-8.92482e+002  ,1.80486e+000  ,5.87938e+001  ,-1.42553e+003  ,-5.34956e+001  ,-2.20577e+001
7392  ,-6.22930e+002  ,-3.26796e+000  ,3.34403e+001  ,-1.25777e+003  ,-1.63504e+002  ,-2.12809e+001
7393  ,-5.82015e+002  ,-2.55062e+000  ,3.46270e+000  ,-1.26490e+003  ,-2.09477e+002  ,-1.45827e+001
7394  ,-1.02081e+003  ,4.05962e+001  ,7.15001e+001  ,-1.28798e+003  ,1.47581e+002  ,-2.46815e+001
7395  ,-1.09934e+003  ,3.91921e+001  ,2.53260e+001  ,-1.61440e+003  ,5.98874e+001  ,-1.35249e+001
7396  ,-7.47278e+002  ,3.72220e+001  ,1.16460e+001  ,-1.60844e+003  ,-8.66792e+001  ,-2.93630e+001
7397  ,-9.17946e+002  ,-5.38465e+000  ,1.68195e+001  ,-1.59845e+003  ,4.72706e+001  ,-3.41415e+001
7398  ,-1.53110e+003  ,5.62538e+000  ,6.85519e+000  ,-1.29560e+003  ,1.62336e+002  ,2.29454e-002
7399  ,-1.36892e+003  ,-5.74724e+000  ,2.03005e+001  ,-1.26755e+003  ,1.03427e+002  ,-1.32027e+001
7400  ,-6.72516e+002  ,-2.08132e+001  ,-1.74823e+001  ,-1.36049e+003  ,-1.87563e+002  ,-1.79903e+001
7401  ,-8.58861e+002  ,2.71735e+001  ,4.41338e+001  ,-1.52453e+003  ,-1.38070e+001  ,-1.35274e+001
7402  ,-7.98611e+002  ,-1.21502e+001  ,1.56250e+001  ,-1.04081e+003  ,-2.18780e+002  ,-4.02055e+001
7403  ,-1.16281e+003  ,1.43509e+000  ,4.60188e+000  ,-9.80851e+002  ,-3.71551e+002  ,-6.51355e+001
7404  ,-1.67767e+003  ,-7.89812e+001  ,-1.08321e+002  ,-1.13068e+003  ,-2.30518e+002  ,-7.66141e+001
7405  ,-1.18047e+003  ,6.87849e+000  ,-2.36620e+001  ,-1.06066e+003  ,-2.39615e+002  ,-5.64777e+001
7406  ,-1.00286e+003  ,8.31525e+000  ,4.10611e+001  ,-1.24291e+003  ,-1.71059e+002  ,-5.19909e+001
7407  ,-7.67259e+002  ,-4.55729e+000  ,1.82903e+001  ,-1.05515e+003  ,-2.81764e+002  ,-3.82744e+001
7408  ,-7.05347e+002  ,1.65900e+001  ,1.41004e+001  ,-1.00767e+003  ,-3.41359e+002  ,-4.10890e+001
7409  ,-2.48362e+003  ,-2.63546e+002  ,-2.97660e+002  ,-1.28961e+003  ,-2.60281e+002  ,-1.05952e+002
7410  ,-2.58555e+003  ,-1.13200e+003  ,-5.34447e+002  ,-1.62068e+003  ,-2.35271e+002  ,-1.56312e+002
7411  ,-2.62309e+003  ,-4.95694e+002  ,-3.29527e+002  ,-1.40513e+003  ,-3.35803e+002  ,-1.88560e+002
7412  ,-2.91411e+003  ,-7.42493e+002  ,-4.44103e+002  ,-1.65362e+003  ,-3.02321e+002  ,-1.90134e+002
7413  ,-1.81588e+003  ,-7.08134e+002  ,-1.91965e+002  ,-1.35260e+003  ,-2.46281e+002  ,-1.90385e+002
7414  ,-1.62539e+003  ,-4.69610e+002  ,-1.40457e+002  ,-1.39966e+003  ,-1.82124e+002  ,-1.30955e+002
7415  ,-1.78649e+003  ,-8.12445e+001  ,-9.79566e+001  ,-1.11552e+003  ,-3.33157e+002  ,-9.48273e+001
7416  ,-1.90194e+003  ,-9.79598e+001  ,-6.32972e+001  ,-1.05037e+003  ,-4.46740e+002  ,-1.05249e+002
7417  ,-1.39833e+003  ,-9.76394e+001  ,-3.66673e+001  ,-1.25353e+003  ,-3.11171e+002  ,-1.03591e+002
7418  ,-1.45875e+003  ,-5.32940e+001  ,-4.17985e+001  ,-9.58398e+002  ,-4.13832e+002  ,-7.77472e+001
7419  ,-2.04515e+003  ,-2.02773e+002  ,-4.71640e+001  ,-1.23514e+003  ,-3.58328e+002  ,-1.36775e+002
7420  ,-1.39586e+003  ,-1.96254e+000  ,-3.31413e+001  ,-1.02992e+003  ,-3.54835e+002  ,-7.47630e+001
7421  ,-2.05405e+003  ,-9.75093e+001  ,-1.15583e+002  ,-1.09334e+003  ,-3.74468e+002  ,-9.12991e+001
7422  ,-8.71063e+002  ,-1.72759e+001  ,2.01307e+002  ,-1.18825e+003  ,3.34724e+001  ,-5.70665e+001
7423  ,-5.20741e+002  ,-3.83497e+001  ,1.92772e+002  ,-1.26286e+003  ,2.39626e+001  ,-9.53731e+001
7424  ,-1.48315e+003  ,-1.29835e+002  ,-4.81539e+001  ,-1.34991e+003  ,-1.19233e+002  ,-7.81504e+001
7425  ,-1.04943e+003  ,-2.33362e-001  ,6.44628e+001  ,-1.26388e+003  ,-1.27780e+002  ,-6.26490e+001
7426  ,-4.45232e+002  ,-6.50326e+001  ,2.30562e+002  ,-1.24452e+003  ,5.24289e+000  ,-9.46718e+001
7427  ,-5.63518e+002  ,-5.26205e+001  ,2.58956e+002  ,-1.26382e+003  ,-6.28962e+000  ,-6.43775e+001
7428  ,-9.01466e+002  ,-3.37832e+002  ,1.61705e+001  ,-1.43593e+003  ,-6.76899e+001  ,-1.14539e+002
7429  ,-9.46658e+002  ,-3.74652e+001  ,1.11495e+002  ,-1.41798e+003  ,-6.03170e+001  ,-7.45295e+001
7430  ,-9.89159e+002  ,-1.24740e+002  ,9.34252e+001  ,-1.45633e+003  ,-3.88179e+001  ,-4.86739e+001
7431  ,-1.27052e+003  ,-6.33237e+001  ,4.44336e+000  ,-1.29908e+003  ,-8.26508e+001  ,-5.85415e+001
7432  ,-9.67899e+002  ,-6.22937e+001  ,5.22679e+001  ,-1.42226e+003  ,-6.56912e+001  ,-6.21532e+001
7433  ,-9.64179e+002  ,2.75438e+001  ,9.52199e+001  ,-1.26251e+003  ,-1.76721e+002  ,-7.51164e+001
7434  ,-1.58801e+003  ,-1.76828e+002  ,-4.73967e+001  ,-1.35004e+003  ,-2.08698e+002  ,-1.26978e+002
7435  ,7.92643e+002  ,-1.89533e+002  ,4.42488e+002  ,7.37212e+002  ,-5.12717e+001  ,-1.38452e+002
7436  ,1.99825e+002  ,-4.07360e+002  ,1.64017e+002  ,9.89860e+002  ,1.32125e+001  ,-2.13335e+002
7437  ,8.51894e+002  ,-1.07829e+002  ,2.98532e+002  ,7.73505e+002  ,-1.06154e+002  ,-1.47934e+002
7438  ,-4.43353e+002  ,-1.61435e+000  ,2.10420e+002  ,9.66975e+002  ,-1.85068e+002  ,-7.40517e+001
7439  ,-4.81944e+002  ,1.88598e+000  ,2.73158e+002  ,9.19570e+002  ,-1.54658e+002  ,-6.42225e+001
7440  ,-4.35530e+002  ,-4.05647e+001  ,1.68694e+002  ,1.26999e+003  ,-6.04479e+001  ,-9.28317e+001
7441  ,-5.20682e+002  ,-3.47357e+001  ,1.35231e+002  ,1.21725e+003  ,-4.32118e+001  ,-8.44645e+001
7442  ,-4.50209e+002  ,-5.72618e+001  ,1.98257e+002  ,1.21805e+003  ,-1.88603e+001  ,-1.02790e+002
7443  ,5.00815e+002  ,-4.92257e+001  ,2.58738e+002  ,8.33125e+002  ,-1.48836e+002  ,-1.10799e+002
7444  ,3.98859e+002  ,-6.54737e+001  ,3.44025e+002  ,8.89224e+002  ,-1.11261e+002  ,-1.19694e+002
7445  ,-3.47201e+002  ,-2.83309e+001  ,3.50739e+002  ,9.07554e+002  ,-1.11253e+002  ,-4.88203e+001
7446  ,5.80404e+002  ,-1.54619e+002  ,5.43742e+002  ,8.08308e+002  ,-3.51175e+001  ,-5.40350e+001
7447  ,5.87366e+002  ,-1.59322e+002  ,4.99980e+002  ,7.98459e+002  ,-4.83490e+001  ,-9.35800e+001
7448  ,-3.17878e+002  ,-8.57811e+001  ,2.62122e+002  ,1.19608e+003  ,-5.26177e+000  ,-9.15363e+001
7449  ,-2.98231e+002  ,-2.09220e+002  ,2.58224e+002  ,1.19328e+003  ,-1.34495e+001  ,-8.52725e+001
7450  ,7.68382e+001  ,-3.49520e+001  ,4.72642e+002  ,9.56947e+002  ,-5.52044e+001  ,-6.59843e+001
7451  ,4.94544e+002  ,-1.03166e+002  ,4.21300e+002  ,8.48378e+002  ,-7.58416e+001  ,-1.15417e+002
7452  ,1.72119e+002  ,-4.52388e+000  ,4.03775e+002  ,9.17828e+002  ,-1.13682e+002  ,-6.75882e+001
7453  ,-1.02273e+003  ,-4.14992e+000  ,4.79798e+000  ,-1.18224e+003  ,-3.06189e+002  ,-6.39587e+001
7454  ,-8.95698e+002  ,2.58109e+001  ,6.51307e+001  ,-1.41370e+003  ,-1.18500e+002  ,-6.96963e+001
7455  ,-6.85767e+002  ,8.27207e+000  ,3.93987e+001  ,-1.20689e+003  ,-2.21109e+002  ,-4.88089e+001
7456  ,-6.44091e+002  ,6.34232e+000  ,1.49263e+001  ,-1.21021e+003  ,-2.68250e+002  ,-4.11604e+001
7457  ,-7.79986e+002  ,6.44525e+001  ,7.51423e+001  ,-1.44238e+003  ,-1.02649e+002  ,-4.55725e+001
7458  ,-8.02244e+002  ,6.16501e+001  ,6.75793e+001  ,-1.50694e+003  ,-5.79409e+001  ,-5.57138e+001
7459  ,-1.05161e+003  ,-1.19285e+001  ,3.95243e+000  ,-1.20822e+003  ,-2.26486e+002  ,-6.69574e+001
7460  ,-1.18727e+003  ,-1.38242e+001  ,1.99823e+001  ,-1.20120e+003  ,-2.88191e+002  ,-8.99531e+001
7461  ,-9.37423e+002  ,-4.64000e+001  ,5.76011e+001  ,-1.42495e+003  ,-1.24261e+002  ,-8.16865e+001
7462  ,-1.06761e+003  ,1.97878e+000  ,9.02814e+001  ,-1.03384e+003  ,2.43037e+002  ,-3.05902e+001
7463  ,-5.75990e+002  ,3.80411e-002  ,1.31578e+002  ,-1.03550e+003  ,2.04119e+002  ,-5.90804e+001
7464  ,-8.80445e+002  ,2.79168e+001  ,2.15520e+002  ,-1.03899e+003  ,1.37460e+002  ,-4.44492e+001
