12:04, Wednesday, June 10, 2015
Study name: Static 2
Units :N/m^2
Selected reference : Front Plane
Node  ,SX  ,SY  ,SZ  ,TXY  ,TXZ  ,TYZ
5549  ,-1.60350e+001  ,-7.93446e+002  ,1.41959e+001  ,-1.24581e+003  ,7.98422e+001  ,6.40360e+001
5550  ,1.66583e+001  ,-5.76514e+002  ,1.12240e+001  ,-9.90604e+002  ,4.27262e+001  ,-2.20489e+001
5551  ,-3.34588e-001  ,-1.12485e+003  ,-1.25259e+001  ,-1.19239e+003  ,4.07707e+001  ,9.92410e+001
5552  ,1.69571e+001  ,-5.68064e+002  ,3.38525e+001  ,-1.03800e+003  ,5.84982e+001  ,2.55034e+001
5553  ,-3.42677e+000  ,-8.74522e+002  ,-3.18134e+001  ,-1.15922e+003  ,3.00403e+001  ,7.15342e+001
5554  ,-4.05448e+001  ,-9.63301e+002  ,-4.16742e+001  ,-1.22281e+003  ,3.64103e+001  ,7.53512e+001
5555  ,-3.04578e+001  ,-9.56347e+002  ,-2.02534e+001  ,-1.18216e+003  ,5.41355e+001  ,7.46419e+001
5556  ,-1.17898e+001  ,-2.39733e+003  ,-1.19179e+002  ,-6.06234e+002  ,3.89694e+001  ,2.14328e+002
5557  ,-8.20080e+000  ,-2.60044e+003  ,-7.53031e+001  ,-6.03070e+002  ,4.00141e+001  ,3.06016e+002
5558  ,3.49006e+001  ,-1.90983e+003  ,-4.58512e+001  ,-8.49465e+002  ,4.32461e+001  ,1.98929e+002
5559  ,2.18814e+001  ,-2.06556e+003  ,-3.14639e+001  ,-8.49993e+002  ,4.27254e+001  ,2.75837e+002
5560  ,6.41320e+000  ,-1.52776e+003  ,-2.59544e+001  ,-1.06303e+003  ,2.83418e+001  ,1.93503e+002
5561  ,1.87942e+001  ,-1.60120e+003  ,-9.38267e+000  ,-8.65207e+002  ,1.75731e+001  ,2.63348e+002
5562  ,1.06074e+001  ,-1.60598e+003  ,-5.09897e+001  ,-9.35563e+002  ,3.22924e+001  ,2.19322e+002
5563  ,2.10522e+001  ,-1.38416e+003  ,-3.03849e+001  ,-1.03040e+003  ,2.26591e+001  ,2.13473e+002
5564  ,4.98141e+001  ,-1.30561e+003  ,-1.23823e+001  ,-1.11457e+003  ,2.49513e+001  ,1.66994e+002
5565  ,8.83125e-001  ,-1.39668e+003  ,-4.14138e+001  ,-1.08876e+003  ,3.70274e+001  ,1.64072e+002
5566  ,-6.42922e+000  ,-1.28013e+003  ,-1.40755e+001  ,-1.10918e+003  ,5.04859e+001  ,1.59603e+002
5567  ,3.20200e+001  ,-2.13866e+003  ,-4.20734e+001  ,-7.34724e+002  ,3.71367e+001  ,2.60847e+002
5568  ,-1.94438e+002  ,-3.12098e+003  ,-1.51903e+002  ,-1.03290e+003  ,1.29937e+002  ,3.10763e+002
5569  ,-3.49144e+002  ,-3.14969e+003  ,-2.82993e+002  ,-1.20153e+003  ,1.23619e+002  ,1.71917e+002
5570  ,-9.55411e+002  ,-3.15389e+003  ,-3.89159e+002  ,-1.36427e+003  ,1.64900e+002  ,2.22470e+002
5571  ,-1.62186e+002  ,-2.23958e+003  ,-6.47453e+000  ,-1.10749e+003  ,1.41725e+002  ,2.28518e+002
5572  ,-1.02591e+002  ,-2.63337e+003  ,-7.46032e+001  ,-8.83704e+002  ,7.79564e+001  ,2.93763e+002
5573  ,-7.62623e+001  ,-2.78724e+003  ,-1.41488e+002  ,-7.58312e+002  ,7.85224e+001  ,2.68179e+002
5574  ,-5.29988e+001  ,-2.19388e+003  ,-5.59443e+001  ,-9.60525e+002  ,8.11389e+001  ,2.50440e+002
5575  ,-2.59302e+002  ,-3.06689e+003  ,-3.14848e+002  ,-1.10895e+003  ,8.29357e+001  ,1.33588e+002
5576  ,1.65206e+001  ,-2.35523e+003  ,-1.14569e+002  ,-8.16828e+002  ,4.84336e+001  ,1.59229e+002
5577  ,-3.52362e+001  ,-2.76294e+003  ,-2.41453e+002  ,-8.56056e+002  ,3.91859e+001  ,1.11994e+002
5578  ,-1.01613e+002  ,-1.93974e+003  ,-1.30414e+002  ,-1.11383e+003  ,5.16150e+001  ,1.05387e+002
5579  ,-1.70272e+002  ,-3.00133e+003  ,-3.40567e+002  ,-1.09099e+003  ,4.98034e+001  ,9.36657e+001
5580  ,-1.51739e+002  ,-1.85112e+003  ,-7.88468e+001  ,-1.11167e+003  ,6.40400e+001  ,9.12955e+001
5581  ,1.02994e+001  ,-2.63428e+003  ,-1.27847e+002  ,-6.93302e+002  ,4.42807e+001  ,2.07375e+002
5582  ,-1.59042e+001  ,-2.13923e+003  ,-8.28640e+001  ,-9.27810e+002  ,4.71012e+001  ,1.97872e+002
5583  ,-1.03373e+002  ,-2.72479e+003  ,-1.79999e+002  ,-9.66784e+002  ,9.33807e+001  ,1.98129e+002
5584  ,-2.93822e+001  ,-1.67829e+003  ,-6.32244e+001  ,-1.02881e+003  ,5.96610e+001  ,1.33567e+002
5585  ,-5.60941e+001  ,-1.14623e+003  ,-1.07871e+001  ,-1.23210e+003  ,6.84807e+001  ,6.98178e+001
5586  ,-1.27476e+002  ,-4.30298e+002  ,1.15141e+002  ,-1.05218e+003  ,9.66370e+001  ,5.09156e+001
5587  ,-1.21638e+002  ,-1.74443e+002  ,1.09601e+002  ,-9.73082e+002  ,1.13110e+002  ,3.14603e+001
5588  ,-5.97143e+001  ,-2.66189e+002  ,8.90701e+001  ,-9.64627e+002  ,8.43551e+001  ,1.55511e+001
5589  ,1.36937e+001  ,-7.02087e+002  ,3.28148e+001  ,-1.05806e+003  ,5.99076e+001  ,4.29732e+001
5590  ,1.90075e+001  ,-6.31815e+002  ,4.17440e+001  ,-1.05363e+003  ,7.59195e+001  ,3.85093e+001
5591  ,-1.19062e+001  ,-1.20565e+003  ,-3.89932e+001  ,-1.19991e+003  ,6.27183e+001  ,8.42226e+001
5592  ,-6.99684e+000  ,-1.37567e+003  ,-5.00032e+001  ,-1.06813e+003  ,5.27463e+001  ,1.48841e+002
5593  ,1.13934e+001  ,-1.06313e+003  ,-8.13130e+000  ,-1.19322e+003  ,6.64970e+001  ,8.59388e+001
5594  ,-2.74624e+001  ,-9.51996e+002  ,1.82058e+000  ,-1.19515e+003  ,7.76138e+001  ,7.85525e+001
5595  ,-3.67321e+001  ,-1.46653e+003  ,-2.80689e+001  ,-1.10463e+003  ,6.32545e+001  ,1.61362e+002
5596  ,-8.63231e+001  ,-1.86772e+003  ,-9.93127e+001  ,-1.11038e+003  ,7.71696e+001  ,1.30522e+002
5597  ,-6.53464e+002  ,-2.23905e+003  ,-1.63783e+002  ,-1.16145e+003  ,1.58524e+002  ,1.98942e+002
5598  ,-6.38086e+002  ,-1.95222e+003  ,-1.46561e+002  ,-1.23539e+003  ,1.96037e+002  ,1.24447e+002
5599  ,-4.57433e+002  ,3.57315e+002  ,8.30403e+001  ,-6.78956e+002  ,2.17354e+002  ,5.61439e+001
5600  ,-1.05320e+003  ,-1.24311e+003  ,-6.30783e+000  ,-1.07336e+003  ,2.87652e+002  ,1.47376e+002
5601  ,-6.65678e+002  ,-2.47583e+002  ,-2.87619e+001  ,-7.52750e+002  ,2.83715e+002  ,1.00670e+002
5602  ,-8.90652e+002  ,-1.72684e+003  ,-6.90948e+001  ,-1.26679e+003  ,2.21374e+002  ,1.23358e+002
5603  ,-1.11499e+003  ,-6.41243e+002  ,-1.05174e+002  ,-6.99127e+002  ,2.43943e+002  ,5.48048e+001
5604  ,-5.71769e+002  ,-1.40620e+003  ,-5.20856e+001  ,-1.18073e+003  ,1.82077e+002  ,1.67214e+002
5605  ,-6.89435e+002  ,-3.29265e+002  ,1.93666e+001  ,-8.51021e+002  ,2.38973e+002  ,8.63284e+001
5606  ,-3.08829e+002  ,-2.57261e+002  ,7.10060e+001  ,-1.02198e+003  ,1.86898e+002  ,6.21007e+001
5607  ,-3.11296e+002  ,-6.79756e+000  ,1.14083e+002  ,-8.98335e+002  ,1.94857e+002  ,4.10242e+001
5608  ,-3.00481e+002  ,-8.50657e+002  ,-3.99090e-001  ,-1.19517e+003  ,1.51702e+002  ,9.08364e+001
5609  ,-4.44817e+002  ,-1.87284e+003  ,-7.73393e+001  ,-1.12220e+003  ,1.67705e+002  ,1.84382e+002
5610  ,-1.48671e+002  ,-5.12889e+001  ,6.73062e+001  ,-9.93047e+002  ,1.39672e+002  ,3.64280e+001
5611  ,-3.91462e+001  ,3.65388e+001  ,8.38495e+001  ,-9.12908e+002  ,9.70413e+001  ,-2.35398e+001
5612  ,-1.36852e+002  ,2.15244e+002  ,1.34794e+002  ,-8.76682e+002  ,1.32922e+002  ,6.36103e+000
5613  ,-5.40918e+001  ,1.13222e+002  ,1.35833e+002  ,-8.80381e+002  ,9.60650e+001  ,-9.11661e+000
5614  ,-1.22268e+002  ,-6.20932e+002  ,1.37047e+001  ,-1.19479e+003  ,1.03705e+002  ,5.82966e+001
5615  ,-1.75946e+001  ,-2.80559e+002  ,9.26114e+001  ,-9.84880e+002  ,8.96224e+001  ,1.03747e+001
5616  ,-1.00022e+002  ,-6.74082e+002  ,8.66202e-001  ,-1.13844e+003  ,9.82640e+001  ,5.82312e+001
5617  ,-9.81567e+001  ,-7.27773e+002  ,3.21454e+001  ,-1.14530e+003  ,1.19772e+002  ,6.18727e+001
5618  ,-3.01828e+002  ,-5.98574e+002  ,5.69489e+001  ,-1.07887e+003  ,1.85942e+002  ,9.02153e+001
5619  ,-5.57935e+002  ,-2.09231e+003  ,-2.06292e+002  ,-1.31478e+003  ,1.42368e+002  ,1.18451e+002
5620  ,-2.10673e+002  ,-1.15939e+003  ,-2.76436e+001  ,-1.21414e+003  ,9.59557e+001  ,6.69896e+001
5621  ,-9.33532e+002  ,-9.94743e+002  ,-1.67050e+002  ,-1.02944e+003  ,1.41822e+002  ,4.13397e+001
5622  ,-2.25563e+002  ,-4.16577e+002  ,1.21000e+002  ,-1.06190e+003  ,1.27557e+002  ,4.33819e+001
5623  ,-5.96345e+002  ,-4.62868e+002  ,-2.84909e+001  ,-9.40527e+002  ,1.85753e+002  ,5.51109e+001
5624  ,-2.43457e+002  ,-1.49897e+002  ,1.00209e+002  ,-9.74184e+002  ,1.45813e+002  ,3.20386e+001
5625  ,-4.83794e+002  ,-2.12650e+003  ,-2.76962e+002  ,-1.30054e+003  ,1.10197e+002  ,8.06074e+001
5626  ,-7.74877e+002  ,-1.11853e+003  ,-1.76400e+002  ,-1.15188e+003  ,8.89496e+001  ,3.69289e+001
5627  ,-3.81074e+002  ,-1.09658e+003  ,-4.48936e+001  ,-1.24213e+003  ,1.21781e+002  ,5.80401e+001
5628  ,-3.92374e+002  ,-2.47145e+002  ,1.16229e+002  ,-9.65170e+002  ,1.15100e+002  ,3.44652e+001
5629  ,-2.81196e+002  ,-1.86279e+003  ,-7.56249e+001  ,-1.13633e+003  ,1.22873e+002  ,1.57616e+002
5630  ,-1.43222e+002  ,-1.82420e+003  ,-6.34562e+001  ,-1.06794e+003  ,9.55110e+001  ,1.25046e+002
5631  ,-1.79904e+002  ,-1.05157e+003  ,1.62957e+001  ,-1.19730e+003  ,1.14925e+002  ,8.48844e+001
5632  ,-4.82224e+002  ,-9.97020e+002  ,-1.93599e+001  ,-1.15200e+003  ,1.96895e+002  ,1.10392e+002
5633  ,-2.26581e+002  ,-7.03238e+002  ,3.29996e+001  ,-1.12325e+003  ,1.34189e+002  ,6.97522e+001
5634  ,-1.31677e+002  ,-1.60667e+003  ,9.00377e+000  ,-1.16588e+003  ,1.21915e+002  ,1.67475e+002
5635  ,-7.28047e+001  ,-1.96096e+003  ,-3.34014e+001  ,-9.83654e+002  ,7.94557e+001  ,2.22440e+002
5636  ,-5.98797e+001  ,-1.09799e+003  ,1.24130e+001  ,-1.24332e+003  ,9.36516e+001  ,1.00753e+002
5637  ,-5.33110e+001  ,-1.43544e+003  ,-2.40030e+001  ,-1.14837e+003  ,5.76556e+001  ,1.52884e+002
5638  ,-1.35205e+001  ,-1.08736e+003  ,3.45722e+001  ,-1.16782e+003  ,9.08374e+001  ,1.14287e+002
5639  ,-4.67139e+001  ,-1.63835e+003  ,-4.20682e+001  ,-1.04596e+003  ,7.08998e+001  ,1.93463e+002
5640  ,-9.56798e+001  ,-2.06132e+003  ,-3.09123e+001  ,-1.09990e+003  ,1.25008e+002  ,2.03340e+002
5641  ,-7.91849e+001  ,-2.05505e+003  ,-9.78995e+001  ,-1.05617e+003  ,9.53316e+001  ,1.61662e+002
5642  ,-6.39347e+001  ,-1.26003e+003  ,-1.28207e+001  ,-1.18496e+003  ,1.09970e+002  ,1.22836e+002
5643  ,-3.72205e+002  ,-1.28526e+003  ,-5.12327e+001  ,-1.15834e+003  ,1.67782e+002  ,1.43953e+002
5644  ,-1.18643e+002  ,-9.18093e+002  ,2.63030e+001  ,-1.15318e+003  ,1.28099e+002  ,1.01342e+002
5645  ,-2.50791e+002  ,-1.32301e+003  ,-3.71567e+001  ,-1.17742e+003  ,1.18124e+002  ,1.27389e+002
5646  ,7.85403e+002  ,-3.30898e+002  ,5.01246e+002  ,6.70077e+002  ,-2.17108e+001  ,-8.45922e+001
5647  ,-2.46441e+003  ,-1.54383e+003  ,-7.88064e+002  ,1.74177e+003  ,8.55012e+001  ,-9.10481e+001
5648  ,-3.02332e+003  ,-2.01429e+003  ,-1.16113e+003  ,2.14395e+003  ,4.85780e+001  ,3.93314e+001
5649  ,-2.97080e+003  ,-8.34335e+002  ,-7.10728e+002  ,1.67570e+003  ,3.66461e+001  ,-3.95523e+000
5650  ,-2.61101e+003  ,-1.99262e+003  ,-1.00341e+003  ,1.93104e+003  ,-5.13850e+000  ,-1.07543e+002
5651  ,-1.56322e+003  ,-8.73050e+002  ,-2.45548e+002  ,1.41497e+003  ,8.14398e+001  ,-7.28934e+001
5652  ,-2.95579e+001  ,-7.01482e+002  ,1.70325e+002  ,9.62203e+002  ,1.71686e+001  ,-7.26085e+001
5653  ,1.88333e+001  ,-6.90243e+002  ,1.55292e+002  ,9.37333e+002  ,1.26869e+001  ,-1.19384e+002
5654  ,-1.23320e+003  ,-1.69819e+003  ,-4.99942e+002  ,1.31915e+003  ,8.98759e+001  ,-1.40162e+002
5655  ,-2.17005e+003  ,-1.41487e+003  ,-6.77139e+002  ,1.58546e+003  ,5.40405e+001  ,-5.78445e+001
5656  ,3.89193e+002  ,-5.85399e+001  ,9.23037e+001  ,1.28129e+003  ,1.38149e+002  ,5.70037e+001
5657  ,9.39275e+002  ,-1.02623e+002  ,5.77097e+001  ,1.17214e+003  ,1.46111e+002  ,9.13272e+001
5658  ,-6.83242e+002  ,-3.36438e+001  ,4.76070e+000  ,1.47673e+003  ,4.16709e+001  ,2.60509e+001
5659  ,-7.14375e+002  ,-7.66493e+001  ,-2.95112e+001  ,1.65113e+003  ,3.13719e+001  ,3.77562e+001
5660  ,5.23957e+001  ,-7.89668e+000  ,3.39172e+001  ,1.26882e+003  ,1.49551e+002  ,4.18258e+001
5661  ,8.50589e+001  ,-8.04454e-001  ,4.59730e+001  ,1.26902e+003  ,1.75001e+002  ,3.01275e+001
5662  ,5.41535e+002  ,-1.63499e+001  ,6.70811e+001  ,1.25499e+003  ,1.72328e+002  ,5.37310e+001
5663  ,3.87362e+002  ,-4.76079e+002  ,2.47394e+002  ,-8.22482e+002  ,6.39280e+000  ,-1.84873e+002
5664  ,8.45331e+002  ,-4.38279e+002  ,3.65846e+002  ,-5.95907e+002  ,2.05889e+001  ,-1.71525e+002
5665  ,3.73433e+002  ,-5.03337e+002  ,2.80320e+002  ,-8.10319e+002  ,1.03548e+000  ,-1.48609e+002
5666  ,-2.27623e+003  ,-1.42325e+003  ,-7.28066e+002  ,-1.81322e+003  ,5.34960e+001  ,-9.68267e+001
5667  ,-1.39328e+003  ,-1.82577e+003  ,-6.03661e+002  ,-1.39270e+003  ,1.93693e+001  ,-3.35868e+001
5668  ,-2.45019e+003  ,-1.04371e+003  ,-5.91989e+002  ,-1.63127e+003  ,-1.11090e+002  ,-7.11819e+001
5669  ,-1.96198e+003  ,-2.49341e+003  ,-8.90427e+002  ,-1.78150e+003  ,-7.40538e+001  ,-1.35866e+002
5670  ,-1.93923e+003  ,-3.13926e+003  ,-1.27367e+003  ,-9.17733e+002  ,-2.47948e+001  ,-7.11767e+000
5671  ,-1.12540e+003  ,-2.59208e+003  ,-5.99319e+002  ,-1.58523e+001  ,3.44766e+001  ,-2.31674e+002
5672  ,-1.25830e+003  ,-2.67073e+003  ,-7.11885e+002  ,-7.74570e+002  ,-6.29246e+001  ,-1.97419e+002
5673  ,-1.76457e+003  ,-2.52143e+003  ,-8.74883e+002  ,2.94027e+002  ,3.09033e+001  ,-1.61079e+002
5674  ,-3.29822e+002  ,-1.58162e+003  ,-1.79962e+002  ,-4.59569e+002  ,-2.20909e+001  ,-2.00645e+002
5675  ,-7.66574e+001  ,1.61455e+003  ,1.32481e+002  ,4.98587e+002  ,1.26104e+002  ,7.24115e+001
5676  ,-5.55852e+001  ,1.36605e+003  ,9.82385e+001  ,6.64193e+002  ,1.03144e+002  ,8.69842e+001
5677  ,-2.37530e+002  ,1.07675e+003  ,7.27791e+001  ,6.24480e+002  ,1.64514e+002  ,2.68526e+001
5678  ,-1.05571e+002  ,8.30972e+002  ,4.79862e+001  ,8.74395e+002  ,1.11772e+002  ,6.07383e+000
5679  ,4.79763e+000  ,1.02533e+003  ,4.89654e+001  ,6.91810e+002  ,6.72101e+001  ,8.90465e+001
5680  ,-4.09571e+002  ,5.08847e+002  ,4.77802e+001  ,7.41171e+002  ,2.19622e+002  ,-3.74305e+001
5681  ,-1.43797e+002  ,3.88730e+002  ,5.86600e+001  ,1.00317e+003  ,1.60404e+002  ,-5.75855e+001
5682  ,-5.15206e+002  ,-2.76425e+002  ,-1.74803e+001  ,9.22979e+002  ,2.22262e+002  ,-1.49963e+002
5683  ,-2.25691e+002  ,7.15206e+002  ,7.49935e+001  ,8.10654e+002  ,1.69709e+002  ,-1.31089e+001
5684  ,-7.51962e+002  ,3.36960e+002  ,6.80310e+001  ,3.79469e+002  ,2.65183e+002  ,-2.26272e+001
5685  ,-1.62211e+003  ,-7.66351e+002  ,-1.04812e+001  ,-3.82830e+002  ,3.69681e+002  ,6.83472e+001
5686  ,-8.77488e+002  ,2.08205e+002  ,4.88446e+001  ,-1.07978e+002  ,3.12537e+002  ,1.33625e+001
5687  ,-1.78784e+003  ,-1.43004e+003  ,-3.21660e+002  ,-7.13880e+002  ,3.37047e+002  ,5.03565e+001
5688  ,-1.29371e+003  ,-1.51027e+002  ,-6.34301e+001  ,1.52669e+001  ,2.91373e+002  ,-4.11214e+001
5689  ,-1.15542e+003  ,-5.31071e+002  ,-3.44087e+001  ,5.96781e+002  ,2.84203e+002  ,-1.54917e+002
5690  ,-1.82272e+003  ,-1.33797e+003  ,-1.96041e+002  ,3.15268e+002  ,2.64182e+002  ,-1.75031e+002
5691  ,-1.83585e+003  ,-8.69847e+002  ,-1.44972e+002  ,4.87796e+001  ,2.71768e+002  ,-4.93721e+001
5692  ,-1.15643e+003  ,-6.46168e+002  ,-1.42747e+002  ,-5.65998e+002  ,3.26941e+002  ,6.85490e+001
5693  ,-8.61927e+002  ,-1.14152e+001  ,5.44974e+000  ,6.14266e+002  ,2.81834e+002  ,-6.94930e+001
5694  ,-5.00018e+002  ,1.00989e+003  ,2.35079e+002  ,3.67341e+002  ,1.71735e+002  ,-1.14601e+001
5695  ,-9.59411e+002  ,1.54438e+002  ,3.95862e+000  ,2.24168e+002  ,2.38852e+002  ,-2.82796e+001
5696  ,-3.21307e+002  ,9.06769e+002  ,1.27389e+002  ,6.17236e+002  ,1.76309e+002  ,4.30024e+000
5697  ,-5.53201e+002  ,3.02180e+002  ,3.85000e+001  ,7.26221e+002  ,2.14132e+002  ,-5.91612e+001
5698  ,-9.16303e+002  ,1.27778e+002  ,1.87472e+001  ,3.86903e+002  ,2.68604e+002  ,-4.67123e+001
5699  ,-2.03155e+002  ,1.62370e+003  ,3.04046e+002  ,-1.70701e+002  ,1.68835e+002  ,5.20777e+000
5700  ,-1.99738e+002  ,1.63917e+003  ,4.51987e+002  ,9.85832e+001  ,1.55482e+002  ,1.04637e+001
5701  ,-4.60403e+002  ,9.76048e+002  ,1.56559e+002  ,-2.09600e+002  ,2.30171e+002  ,2.53429e+001
5702  ,-6.72136e+002  ,6.71549e+002  ,1.52736e+002  ,-1.01697e+002  ,2.24323e+002  ,-2.53854e+000
5703  ,-2.48414e+002  ,1.45171e+003  ,4.31343e+002  ,-1.00713e+002  ,1.41173e+002  ,1.56719e+001
5704  ,-4.27235e+002  ,9.20785e+002  ,2.40003e+002  ,-3.36384e+002  ,1.92284e+002  ,1.80681e+001
5705  ,-5.23626e+002  ,1.00885e+003  ,2.11536e+002  ,1.98294e+002  ,2.01532e+002  ,-9.02553e+000
5706  ,-1.44071e+002  ,1.78941e+003  ,1.41710e+002  ,2.89495e+002  ,1.43151e+002  ,6.03902e+001
5707  ,-1.23529e+002  ,1.88229e+003  ,1.70749e+002  ,7.04236e+001  ,1.40860e+002  ,3.85658e+001
5708  ,-1.07630e+002  ,1.83700e+003  ,2.80435e+002  ,-5.11411e+000  ,1.67701e+002  ,2.75439e+001
5709  ,-3.02464e+002  ,1.28815e+003  ,9.67397e+001  ,3.95111e+002  ,1.75282e+002  ,1.21618e+001
5710  ,-3.57672e+002  ,1.16877e+003  ,1.38919e+002  ,-1.25511e+001  ,2.21458e+002  ,3.30282e+001
5711  ,-6.11607e+002  ,8.09443e+002  ,1.19529e+002  ,9.16984e+001  ,2.31502e+002  ,1.01189e+001
5712  ,-8.50039e+001  ,1.62147e+003  ,2.16998e+002  ,4.54500e+002  ,1.60172e+002  ,5.92820e+001
5713  ,-3.33919e+002  ,9.26307e+002  ,1.18359e+002  ,5.64199e+002  ,2.15254e+002  ,-3.49481e+000
5714  ,-6.15528e+002  ,7.47818e+002  ,9.87327e+001  ,2.37295e+002  ,2.61151e+002  ,4.94926e+000
5715  ,-4.15542e+002  ,1.11066e+003  ,1.67657e+002  ,3.72636e+002  ,2.07064e+002  ,4.46611e+000
5716  ,-1.94977e+002  ,1.68936e+003  ,3.01007e+002  ,9.29865e+001  ,1.73599e+002  ,3.32557e+001
5717  ,-6.32156e+002  ,-9.27246e+001  ,-6.90350e+001  ,1.80961e+003  ,6.81005e+000  ,2.88953e+001
5718  ,2.36592e+002  ,1.32433e+001  ,4.45112e+001  ,1.36772e+003  ,1.77938e+002  ,3.92776e+001
5719  ,7.43563e+002  ,1.18503e+001  ,7.58880e+001  ,1.33168e+003  ,1.65489e+002  ,5.03380e+001
5720  ,7.42579e+002  ,4.37282e-001  ,5.16633e+001  ,1.43302e+003  ,1.19027e+002  ,4.29398e+001
5721  ,-2.16636e+002  ,-5.40706e+001  ,4.00308e+001  ,1.61001e+003  ,4.87847e+001  ,6.47349e+001
5722  ,1.70015e+003  ,-1.42943e+002  ,6.36379e+001  ,1.07671e+003  ,1.42307e+002  ,9.70717e+001
5723  ,1.72674e+003  ,-2.24393e+002  ,1.56416e+001  ,9.61478e+002  ,9.13344e+001  ,1.34767e+002
5724  ,6.22585e+002  ,-3.85332e+002  ,4.90575e+001  ,1.11910e+003  ,5.31312e+001  ,1.86657e+002
5725  ,1.27864e+003  ,-5.88044e+001  ,9.59013e+001  ,1.13972e+003  ,1.83987e+002  ,7.21026e+001
5726  ,1.28409e+003  ,-5.76328e+001  ,5.01374e+001  ,1.23079e+003  ,1.29429e+002  ,6.52285e+001
5727  ,1.92125e+003  ,-8.17981e+001  ,6.22348e+001  ,1.03155e+003  ,1.47322e+002  ,6.42313e+001
5728  ,2.27241e+002  ,-1.63875e+002  ,2.20360e+001  ,1.43617e+003  ,6.91211e+001  ,9.31539e+001
5729  ,3.14597e+002  ,-2.18355e+002  ,-3.44212e+001  ,1.52097e+003  ,4.66963e+001  ,8.67056e+001
5730  ,-3.35418e+003  ,-8.68996e+001  ,-2.43737e+002  ,-1.04984e+003  ,-1.18962e+002  ,-2.50898e+001
5731  ,-1.62969e+003  ,-4.20235e+000  ,5.20536e+001  ,-1.26210e+003  ,-8.83222e+001  ,-4.03787e+001
5732  ,-2.85811e+003  ,-7.20168e+001  ,-1.17626e+002  ,-1.12678e+003  ,-1.51888e+002  ,-3.41201e+001
5733  ,-2.51542e+003  ,-5.77667e+000  ,-3.34313e+001  ,-1.04555e+003  ,-2.08067e+002  ,-2.30410e+001
5734  ,-2.01931e+003  ,-1.02012e+001  ,3.48346e+001  ,-9.94812e+002  ,-1.41328e+002  ,-4.49771e+000
5735  ,-3.37125e+003  ,-1.25197e+002  ,-2.79906e+002  ,-1.12365e+003  ,-8.25047e+001  ,-2.95028e+001
5736  ,-2.80387e+003  ,-1.33526e+001  ,-1.42315e+002  ,-1.07274e+003  ,-1.92064e+001  ,-7.17745e+000
5737  ,-2.58437e+003  ,-1.64729e+001  ,-8.19625e+001  ,-1.07456e+003  ,-1.12071e+002  ,-1.06695e+001
5738  ,1.56625e+003  ,-1.27492e+002  ,2.37744e+002  ,-9.52358e+002  ,1.31277e+002  ,-3.68292e+001
5739  ,1.78335e+003  ,-9.53235e+001  ,3.06718e+002  ,-8.95254e+002  ,7.96583e+001  ,-3.33331e+001
5740  ,-2.44701e+003  ,-2.71390e+002  ,-2.40319e+002  ,-1.32800e+003  ,-4.43146e+001  ,-4.05520e+001
5741  ,3.58737e+002  ,-9.03653e+001  ,1.15558e+002  ,-1.22069e+003  ,1.17323e+002  ,-5.42461e+001
5742  ,-9.11702e+001  ,-4.69702e+001  ,1.07601e+002  ,-1.21514e+003  ,9.69299e+001  ,-3.13405e+001
5743  ,3.40423e+002  ,-1.38900e+002  ,1.18280e+002  ,-1.22163e+003  ,7.72556e+001  ,-5.62640e+001
5744  ,-8.04665e+002  ,-1.17449e+002  ,2.88835e+001  ,-1.44012e+003  ,-2.00765e+000  ,-4.47721e+001
5745  ,-1.97629e+003  ,-1.95096e+002  ,-1.11519e+002  ,-1.34329e+003  ,-6.29100e+001  ,-4.89677e+001
5746  ,-8.50494e+002  ,-3.13029e+002  ,-5.01369e+001  ,-1.39321e+003  ,-6.15472e+000  ,-8.98097e+001
5747  ,-1.67390e+003  ,-3.35107e+001  ,6.85391e+000  ,-1.23056e+003  ,-7.30290e+001  ,-4.07334e+001
5748  ,-1.68625e+003  ,-7.40784e+001  ,-1.04600e+001  ,-1.27331e+003  ,-3.53014e+001  ,-3.88548e+001
5749  ,4.62625e+002  ,-1.80486e+002  ,1.46634e+002  ,-1.16033e+003  ,6.08229e+001  ,-4.82263e+001
5750  ,8.75641e+002  ,-1.04433e+001  ,1.98484e+002  ,-9.63054e+002  ,1.58797e+002  ,-8.08554e+000
5751  ,1.42553e+003  ,-2.66218e+001  ,2.48147e+002  ,-9.59688e+002  ,1.50472e+002  ,-5.68521e+001
5752  ,1.59239e+003  ,-5.72145e+001  ,2.93812e+002  ,-8.90736e+002  ,9.51515e+001  ,-6.90853e+000
5753  ,1.61314e+003  ,-5.50742e+001  ,2.96156e+002  ,-9.18376e+002  ,1.22849e+002  ,-3.58669e+001
5754  ,2.97833e+002  ,-9.79268e+001  ,1.27994e+002  ,-1.18674e+003  ,8.41815e+001  ,-3.88860e+001
5755  ,-2.97311e+003  ,-7.47461e+001  ,-1.72663e+002  ,-1.11698e+003  ,1.13581e+002  ,2.18472e+001
5756  ,-3.08849e+003  ,-1.36698e+002  ,-2.48900e+002  ,-1.15500e+003  ,4.60264e+001  ,1.63378e+001
5757  ,-1.77420e+003  ,-5.10715e+002  ,-2.32088e+002  ,-1.23805e+003  ,1.20396e+001  ,1.51023e+001
5758  ,-3.27636e+003  ,-5.91927e+002  ,-4.72544e+002  ,-1.35614e+003  ,1.11308e+001  ,1.53499e+001
