Date:  12:25, Wednesday, June 10, 2015
Model name: Part1
Study name: Static 2(-Default-)
Plot type: Mesh Mesh Quality1
Result Type: Mesh


Node  ,Value  ,X (mm)  ,Y (mm)  ,Z (mm)
553  ,0.000e+000  ,-35  ,30  ,50
554  ,0.000e+000  ,-40  ,30  ,50
555  ,0.000e+000  ,-45  ,30  ,50
556  ,0.000e+000  ,-5.2042E-015  ,30  ,5
557  ,0.000e+000  ,-7.761E-008  ,30  ,10
558  ,0.000e+000  ,-5.2042E-015  ,30  ,15
559  ,0.000e+000  ,-5.2042E-015  ,30  ,20
560  ,0.000e+000  ,-5.2042E-015  ,30  ,25
561  ,0.000e+000  ,-5.2042E-015  ,30  ,30
562  ,0.000e+000  ,4.3117E-009  ,30  ,35
563  ,0.000e+000  ,7.761E-008  ,30  ,40
564  ,0.000e+000  ,-5.2042E-015  ,30  ,45
565  ,0.000e+000  ,-5  ,30  ,5
566  ,0.000e+000  ,-5  ,30  ,10
567  ,0.000e+000  ,-5  ,30  ,15
568  ,0.000e+000  ,-5  ,30  ,20
569  ,0.000e+000  ,-5  ,30  ,25
570  ,0.000e+000  ,-5  ,30  ,30
571  ,0.000e+000  ,-5  ,30  ,35
572  ,0.000e+000  ,-5  ,30  ,40
573  ,0.000e+000  ,-5  ,30  ,45
574  ,0.000e+000  ,-10  ,30  ,5
575  ,0.000e+000  ,-10  ,30  ,10
576  ,0.000e+000  ,-10  ,30  ,15
577  ,0.000e+000  ,-10  ,30  ,20
578  ,0.000e+000  ,-10  ,30  ,25
579  ,0.000e+000  ,-10  ,30  ,30
580  ,0.000e+000  ,-10  ,30  ,35
581  ,0.000e+000  ,-10  ,30  ,40
582  ,0.000e+000  ,-10  ,30  ,45
583  ,0.000e+000  ,-15  ,30  ,5
584  ,0.000e+000  ,-15  ,30  ,10
585  ,0.000e+000  ,-15  ,30  ,15
586  ,0.000e+000  ,-15  ,30  ,20
587  ,0.000e+000  ,-15  ,30  ,25
588  ,0.000e+000  ,-15  ,30  ,30
589  ,0.000e+000  ,-15  ,30  ,35
590  ,0.000e+000  ,-15  ,30  ,40
591  ,0.000e+000  ,-15  ,30  ,45
592  ,0.000e+000  ,-20  ,30  ,5
593  ,0.000e+000  ,-20  ,30  ,10
594  ,0.000e+000  ,-20  ,30  ,15
595  ,0.000e+000  ,-20  ,30  ,20
596  ,0.000e+000  ,-20  ,30  ,25
597  ,0.000e+000  ,-20  ,30  ,30
598  ,0.000e+000  ,-20  ,30  ,35
599  ,0.000e+000  ,-20  ,30  ,40
600  ,0.000e+000  ,-20  ,30  ,45
601  ,0.000e+000  ,-25  ,30  ,5
602  ,0.000e+000  ,-25  ,30  ,10
603  ,0.000e+000  ,-25  ,30  ,15
604  ,0.000e+000  ,-25  ,30  ,20
605  ,0.000e+000  ,-25  ,30  ,25
606  ,0.000e+000  ,-25  ,30  ,30
607  ,0.000e+000  ,-25  ,30  ,35
608  ,0.000e+000  ,-25  ,30  ,40
609  ,0.000e+000  ,-25  ,30  ,45
610  ,0.000e+000  ,-30  ,30  ,5
611  ,0.000e+000  ,-30  ,30  ,10
612  ,0.000e+000  ,-30  ,30  ,15
613  ,0.000e+000  ,-30  ,30  ,20
614  ,0.000e+000  ,-30  ,30  ,25
615  ,0.000e+000  ,-30  ,30  ,30
616  ,0.000e+000  ,-30  ,30  ,35
617  ,0.000e+000  ,-30  ,30  ,40
618  ,0.000e+000  ,-30  ,30  ,45
619  ,0.000e+000  ,-35  ,30  ,5
620  ,0.000e+000  ,-35  ,30  ,10
621  ,0.000e+000  ,-35  ,30  ,15
622  ,0.000e+000  ,-35  ,30  ,20
623  ,0.000e+000  ,-35  ,30  ,25
624  ,0.000e+000  ,-35  ,30  ,30
625  ,0.000e+000  ,-35  ,30  ,35
626  ,0.000e+000  ,-35  ,30  ,40
627  ,0.000e+000  ,-35  ,30  ,45
628  ,0.000e+000  ,-40  ,30  ,5
629  ,0.000e+000  ,-40  ,30  ,10
630  ,0.000e+000  ,-40  ,30  ,15
631  ,0.000e+000  ,-40  ,30  ,20
632  ,0.000e+000  ,-40  ,30  ,25
633  ,0.000e+000  ,-40  ,30  ,30
634  ,0.000e+000  ,-40  ,30  ,35
635  ,0.000e+000  ,-40  ,30  ,40
636  ,0.000e+000  ,-40  ,30  ,45
637  ,0.000e+000  ,-45  ,30  ,5
638  ,0.000e+000  ,-45  ,30  ,10
639  ,0.000e+000  ,-45  ,30  ,15
640  ,0.000e+000  ,-45  ,30  ,20
641  ,0.000e+000  ,-45  ,30  ,25
642  ,0.000e+000  ,-45  ,30  ,30
643  ,0.000e+000  ,-45  ,30  ,35
644  ,0.000e+000  ,-45  ,30  ,40
645  ,0.000e+000  ,-45  ,30  ,45
646  ,0.000e+000  ,5  ,30  ,5
647  ,0.000e+000  ,5  ,30  ,10
648  ,0.000e+000  ,5  ,30  ,15
649  ,0.000e+000  ,5  ,30  ,20
650  ,0.000e+000  ,5  ,30  ,25
651  ,0.000e+000  ,5  ,30  ,30
652  ,0.000e+000  ,5  ,30  ,35
653  ,0.000e+000  ,5  ,30  ,40
654  ,0.000e+000  ,5  ,30  ,45
655  ,0.000e+000  ,10  ,30  ,5
656  ,0.000e+000  ,10  ,30  ,10
657  ,0.000e+000  ,10  ,30  ,15
658  ,0.000e+000  ,10  ,30  ,20
659  ,0.000e+000  ,10  ,30  ,25
660  ,0.000e+000  ,10  ,30  ,30
661  ,0.000e+000  ,10  ,30  ,35
662  ,0.000e+000  ,10  ,30  ,40
663  ,0.000e+000  ,10  ,30  ,45
664  ,0.000e+000  ,15  ,30  ,5
665  ,0.000e+000  ,15  ,30  ,10
666  ,0.000e+000  ,15  ,30  ,15
667  ,0.000e+000  ,15  ,30  ,20
668  ,0.000e+000  ,15  ,30  ,25
669  ,0.000e+000  ,15  ,30  ,30
670  ,0.000e+000  ,15  ,30  ,35
671  ,0.000e+000  ,15  ,30  ,40
672  ,0.000e+000  ,15  ,30  ,45
673  ,0.000e+000  ,20  ,30  ,5
674  ,0.000e+000  ,20  ,30  ,10
675  ,0.000e+000  ,20  ,30  ,15
676  ,0.000e+000  ,20  ,30  ,20
677  ,0.000e+000  ,20  ,30  ,25
678  ,0.000e+000  ,20  ,30  ,30
679  ,0.000e+000  ,20  ,30  ,35
680  ,0.000e+000  ,20  ,30  ,40
681  ,0.000e+000  ,20  ,30  ,45
682  ,0.000e+000  ,25  ,30  ,5
683  ,0.000e+000  ,25  ,30  ,10
684  ,0.000e+000  ,25  ,30  ,15
685  ,0.000e+000  ,25  ,30  ,20
686  ,0.000e+000  ,25  ,30  ,25
687  ,0.000e+000  ,25  ,30  ,30
688  ,0.000e+000  ,25  ,30  ,35
689  ,0.000e+000  ,25  ,30  ,40
690  ,0.000e+000  ,25  ,30  ,45
691  ,0.000e+000  ,30  ,30  ,5
692  ,0.000e+000  ,30  ,30  ,10
693  ,0.000e+000  ,30  ,30  ,15
694  ,0.000e+000  ,30  ,30  ,20
695  ,0.000e+000  ,30  ,30  ,25
696  ,0.000e+000  ,30  ,30  ,30
697  ,0.000e+000  ,30  ,30  ,35
698  ,0.000e+000  ,30  ,30  ,40
699  ,0.000e+000  ,30  ,30  ,45
700  ,0.000e+000  ,35  ,30  ,5
701  ,0.000e+000  ,35  ,30  ,10
702  ,0.000e+000  ,35  ,30  ,15
703  ,0.000e+000  ,35  ,30  ,20
704  ,0.000e+000  ,35  ,30  ,25
705  ,0.000e+000  ,35  ,30  ,30
706  ,0.000e+000  ,35  ,30  ,35
707  ,0.000e+000  ,35  ,30  ,40
708  ,0.000e+000  ,35  ,30  ,45
709  ,0.000e+000  ,40  ,30  ,5
710  ,0.000e+000  ,40  ,30  ,10
711  ,0.000e+000  ,40  ,30  ,15
712  ,0.000e+000  ,40  ,30  ,20
713  ,0.000e+000  ,40  ,30  ,25
714  ,0.000e+000  ,40  ,30  ,30
715  ,0.000e+000  ,40  ,30  ,35
716  ,0.000e+000  ,40  ,30  ,40
717  ,0.000e+000  ,40  ,30  ,45
718  ,0.000e+000  ,45  ,30  ,5
719  ,0.000e+000  ,45  ,30  ,10
720  ,0.000e+000  ,45  ,30  ,15
721  ,0.000e+000  ,45  ,30  ,20
722  ,0.000e+000  ,45  ,30  ,25
723  ,0.000e+000  ,45  ,30  ,30
724  ,0.000e+000  ,45  ,30  ,35
725  ,0.000e+000  ,45  ,30  ,40
726  ,0.000e+000  ,45  ,30  ,45
727  ,0.000e+000  ,50  ,25  ,0
728  ,0.000e+000  ,50  ,20  ,0
729  ,0.000e+000  ,50  ,15  ,0
730  ,0.000e+000  ,50  ,10  ,0
731  ,0.000e+000  ,50  ,5  ,0
732  ,0.000e+000  ,50  ,1.837E-014  ,0
733  ,0.000e+000  ,50  ,1.837E-014  ,5
734  ,0.000e+000  ,50  ,1.837E-014  ,10
735  ,0.000e+000  ,50  ,1.837E-014  ,15
736  ,0.000e+000  ,50  ,1.837E-014  ,20
737  ,0.000e+000  ,50  ,1.837E-014  ,25
738  ,0.000e+000  ,50  ,1.837E-014  ,30
739  ,0.000e+000  ,50  ,1.837E-014  ,35
740  ,0.000e+000  ,50  ,1.837E-014  ,40
741  ,0.000e+000  ,50  ,1.837E-014  ,45
742  ,0.000e+000  ,50  ,1.837E-014  ,50
743  ,0.000e+000  ,50  ,5  ,50
744  ,0.000e+000  ,50  ,10  ,50
745  ,0.000e+000  ,50  ,15  ,50
746  ,0.000e+000  ,50  ,20  ,50
747  ,0.000e+000  ,50  ,25  ,50
748  ,0.000e+000  ,50  ,5  ,25
749  ,0.000e+000  ,50  ,10  ,25
750  ,0.000e+000  ,50  ,15  ,25
751  ,0.000e+000  ,50  ,20  ,25
752  ,0.000e+000  ,50  ,25  ,25
753  ,0.000e+000  ,50  ,5  ,30
754  ,0.000e+000  ,50  ,10  ,30
755  ,0.000e+000  ,50  ,15  ,30
756  ,0.000e+000  ,50  ,20  ,30
757  ,0.000e+000  ,50  ,25  ,30
758  ,0.000e+000  ,50  ,5  ,35
759  ,0.000e+000  ,50  ,10  ,35
760  ,0.000e+000  ,50  ,15  ,35
761  ,0.000e+000  ,50  ,20  ,35
762  ,0.000e+000  ,50  ,25  ,35
763  ,0.000e+000  ,50  ,5  ,40
764  ,0.000e+000  ,50  ,10  ,40
765  ,0.000e+000  ,50  ,15  ,40
766  ,0.000e+000  ,50  ,20  ,40
767  ,0.000e+000  ,50  ,25  ,40
768  ,0.000e+000  ,50  ,5  ,45
769  ,0.000e+000  ,50  ,10  ,45
770  ,0.000e+000  ,50  ,15  ,45
771  ,0.000e+000  ,50  ,20  ,45
772  ,0.000e+000  ,50  ,25  ,45
773  ,0.000e+000  ,50  ,5  ,20
774  ,0.000e+000  ,50  ,10  ,20
775  ,0.000e+000  ,50  ,15  ,20
776  ,0.000e+000  ,50  ,20  ,20
777  ,0.000e+000  ,50  ,25  ,20
778  ,0.000e+000  ,50  ,5  ,15
779  ,0.000e+000  ,50  ,10  ,15
780  ,0.000e+000  ,50  ,15  ,15
781  ,0.000e+000  ,50  ,20  ,15
782  ,0.000e+000  ,50  ,25  ,15
783  ,0.000e+000  ,50  ,5  ,10
784  ,0.000e+000  ,50  ,10  ,10
785  ,0.000e+000  ,50  ,15  ,10
786  ,0.000e+000  ,50  ,20  ,10
787  ,0.000e+000  ,50  ,25  ,10
788  ,0.000e+000  ,50  ,5  ,5
789  ,0.000e+000  ,50  ,10  ,5
790  ,0.000e+000  ,50  ,15  ,5
791  ,0.000e+000  ,50  ,20  ,5
792  ,0.000e+000  ,50  ,25  ,5
793  ,0.000e+000  ,55  ,-6.4294E-015  ,0
794  ,0.000e+000  ,60  ,-6.1232E-015  ,0
795  ,0.000e+000  ,65  ,-5.8171E-015  ,0
796  ,0.000e+000  ,70  ,-5.5109E-015  ,0
797  ,0.000e+000  ,70  ,-5.5109E-015  ,5
798  ,0.000e+000  ,70  ,-5.5109E-015  ,10
799  ,0.000e+000  ,70  ,-5.5109E-015  ,15
800  ,0.000e+000  ,70  ,-5.5109E-015  ,20
801  ,0.000e+000  ,70  ,-5.5109E-015  ,25
802  ,0.000e+000  ,70  ,-5.5109E-015  ,30
803  ,0.000e+000  ,70  ,-5.5109E-015  ,35
804  ,0.000e+000  ,70  ,-5.5109E-015  ,40
805  ,0.000e+000  ,70  ,-5.5109E-015  ,45
806  ,0.000e+000  ,70  ,-5.5109E-015  ,50
807  ,0.000e+000  ,65  ,-5.8171E-015  ,50
808  ,0.000e+000  ,60  ,-6.1232E-015  ,50
809  ,0.000e+000  ,55  ,-6.4294E-015  ,50
810  ,0.000e+000  ,55  ,-6.4294E-015  ,25
811  ,0.000e+000  ,60  ,-6.1232E-015  ,25
812  ,0.000e+000  ,65  ,-5.8171E-015  ,25
813  ,0.000e+000  ,55  ,-6.4294E-015  ,30
814  ,0.000e+000  ,60  ,-6.1232E-015  ,30
815  ,0.000e+000  ,65  ,-5.8171E-015  ,30
816  ,0.000e+000  ,55  ,-6.4294E-015  ,35
817  ,0.000e+000  ,60  ,-6.1232E-015  ,35
818  ,0.000e+000  ,65  ,-5.8171E-015  ,35
819  ,0.000e+000  ,55  ,-6.4294E-015  ,40
820  ,0.000e+000  ,60  ,-6.1232E-015  ,40
821  ,0.000e+000  ,65  ,-5.8171E-015  ,40
822  ,0.000e+000  ,55  ,-6.4294E-015  ,45
823  ,0.000e+000  ,60  ,-6.1232E-015  ,45
824  ,0.000e+000  ,65  ,-5.8171E-015  ,45
825  ,0.000e+000  ,55  ,-6.4294E-015  ,20
826  ,0.000e+000  ,60  ,-6.1232E-015  ,20
827  ,0.000e+000  ,65  ,-5.8171E-015  ,20
828  ,0.000e+000  ,55  ,-6.4294E-015  ,15
829  ,0.000e+000  ,60  ,-6.1232E-015  ,15
830  ,0.000e+000  ,65  ,-5.8171E-015  ,15
831  ,0.000e+000  ,55  ,-6.4294E-015  ,10
832  ,0.000e+000  ,60  ,-6.1232E-015  ,10
833  ,0.000e+000  ,65  ,-5.8171E-015  ,10
834  ,0.000e+000  ,55  ,-6.4294E-015  ,5
835  ,0.000e+000  ,60  ,-6.1232E-015  ,5
836  ,0.000e+000  ,65  ,-5.8171E-015  ,5
837  ,0.000e+000  ,70  ,5  ,0
838  ,0.000e+000  ,70  ,10  ,0
839  ,0.000e+000  ,70  ,15  ,0
840  ,0.000e+000  ,70  ,20  ,0
841  ,0.000e+000  ,70  ,25  ,0
842  ,0.000e+000  ,70  ,30  ,0
843  ,0.000e+000  ,70  ,35  ,0
844  ,0.000e+000  ,70  ,40  ,0
845  ,0.000e+000  ,70  ,45  ,0
846  ,0.000e+000  ,70  ,45  ,50
847  ,0.000e+000  ,70  ,40  ,50
848  ,0.000e+000  ,70  ,35  ,50
849  ,0.000e+000  ,70  ,30  ,50
850  ,0.000e+000  ,70  ,25  ,50
851  ,0.000e+000  ,70  ,20  ,50
852  ,0.000e+000  ,70  ,15  ,50
853  ,0.000e+000  ,70  ,10  ,50
854  ,0.000e+000  ,70  ,5  ,50
855  ,0.000e+000  ,70  ,25  ,5
856  ,0.000e+000  ,70  ,25  ,10
857  ,0.000e+000  ,70  ,25  ,15
858  ,0.000e+000  ,70  ,25  ,20
859  ,0.000e+000  ,70  ,25  ,25
860  ,0.000e+000  ,70  ,25  ,30
861  ,0.000e+000  ,70  ,25  ,35
862  ,0.000e+000  ,70  ,25  ,40
863  ,0.000e+000  ,70  ,25  ,45
864  ,0.000e+000  ,70  ,30  ,5
865  ,0.000e+000  ,70  ,30  ,10
866  ,0.000e+000  ,70  ,30  ,15
867  ,0.000e+000  ,70  ,30  ,20
868  ,0.000e+000  ,70  ,30  ,25
869  ,0.000e+000  ,70  ,30  ,30
870  ,0.000e+000  ,70  ,30  ,35
871  ,0.000e+000  ,70  ,30  ,40
872  ,0.000e+000  ,70  ,30  ,45
873  ,0.000e+000  ,70  ,35  ,5
874  ,0.000e+000  ,70  ,35  ,10
875  ,0.000e+000  ,70  ,35  ,15
876  ,0.000e+000  ,70  ,35  ,20
877  ,0.000e+000  ,70  ,35  ,25
878  ,0.000e+000  ,70  ,35  ,30
879  ,0.000e+000  ,70  ,35  ,35
880  ,0.000e+000  ,70  ,35  ,40
881  ,0.000e+000  ,70  ,35  ,45
882  ,0.000e+000  ,70  ,40  ,5
883  ,0.000e+000  ,70  ,40  ,10
884  ,0.000e+000  ,70  ,40  ,15
885  ,0.000e+000  ,70  ,40  ,20
886  ,0.000e+000  ,70  ,40  ,25
887  ,0.000e+000  ,70  ,40  ,30
888  ,0.000e+000  ,70  ,40  ,35
889  ,0.000e+000  ,70  ,40  ,40
890  ,0.000e+000  ,70  ,40  ,45
891  ,0.000e+000  ,70  ,45  ,5
892  ,0.000e+000  ,70  ,45  ,10
893  ,0.000e+000  ,70  ,45  ,15
894  ,0.000e+000  ,70  ,45  ,20
895  ,0.000e+000  ,70  ,45  ,25
896  ,0.000e+000  ,70  ,45  ,30
897  ,0.000e+000  ,70  ,45  ,35
898  ,0.000e+000  ,70  ,45  ,40
899  ,0.000e+000  ,70  ,45  ,45
900  ,0.000e+000  ,70  ,20  ,5
901  ,0.000e+000  ,70  ,20  ,10
902  ,0.000e+000  ,70  ,20  ,15
903  ,0.000e+000  ,70  ,20  ,20
904  ,0.000e+000  ,70  ,20  ,25
905  ,0.000e+000  ,70  ,20  ,30
906  ,0.000e+000  ,70  ,20  ,35
907  ,0.000e+000  ,70  ,20  ,40
908  ,0.000e+000  ,70  ,20  ,45
909  ,0.000e+000  ,70  ,15  ,5
910  ,0.000e+000  ,70  ,15  ,10
911  ,0.000e+000  ,70  ,15  ,15
912  ,0.000e+000  ,70  ,15  ,20
913  ,0.000e+000  ,70  ,15  ,25
914  ,0.000e+000  ,70  ,15  ,30
915  ,0.000e+000  ,70  ,15  ,35
916  ,0.000e+000  ,70  ,15  ,40
917  ,0.000e+000  ,70  ,15  ,45
918  ,0.000e+000  ,70  ,10  ,5
919  ,0.000e+000  ,70  ,10  ,10
920  ,0.000e+000  ,70  ,10  ,15
921  ,0.000e+000  ,70  ,10  ,20
922  ,0.000e+000  ,70  ,10  ,25
923  ,0.000e+000  ,70  ,10  ,30
924  ,0.000e+000  ,70  ,10  ,35
925  ,0.000e+000  ,70  ,10  ,40
926  ,0.000e+000  ,70  ,10  ,45
927  ,0.000e+000  ,70  ,5  ,5
928  ,0.000e+000  ,70  ,5  ,10
929  ,0.000e+000  ,70  ,5  ,15
930  ,0.000e+000  ,70  ,5  ,20
931  ,0.000e+000  ,70  ,5  ,25
932  ,0.000e+000  ,70  ,5  ,30
933  ,0.000e+000  ,70  ,5  ,35
934  ,0.000e+000  ,70  ,5  ,40
935  ,0.000e+000  ,70  ,5  ,45
936  ,0.000e+000  ,10  ,55  ,50
937  ,0.000e+000  ,5  ,55  ,50
938  ,0.000e+000  ,-3.4694E-015  ,55  ,50
939  ,0.000e+000  ,-5  ,55  ,50
940  ,0.000e+000  ,-10  ,55  ,50
941  ,0.000e+000  ,0  ,35  ,50
942  ,0.000e+000  ,-0.39867  ,39.857  ,50
943  ,0.000e+000  ,-2.2694  ,44.966  ,50
944  ,0.000e+000  ,0  ,50  ,50
945  ,0.000e+000  ,5  ,35  ,50
946  ,0.000e+000  ,4.813  ,38.981  ,50
947  ,0.000e+000  ,5.7308  ,44.856  ,50
948  ,0.000e+000  ,5  ,50  ,50
949  ,0.000e+000  ,15  ,35  ,50
950  ,0.000e+000  ,13.227  ,39.872  ,50
951  ,0.000e+000  ,15  ,45  ,50
952  ,0.000e+000  ,20  ,35  ,50
953  ,0.000e+000  ,19.45  ,40.107  ,50
954  ,0.000e+000  ,20  ,45  ,50
955  ,0.000e+000  ,25  ,35  ,50
956  ,0.000e+000  ,24.222  ,40.72  ,50
957  ,0.000e+000  ,24.823  ,45.165  ,50
958  ,0.000e+000  ,30  ,35  ,50
959  ,0.000e+000  ,29.971  ,40.021  ,50
960  ,0.000e+000  ,30  ,45  ,50
961  ,0.000e+000  ,35.134  ,34.866  ,50
962  ,0.000e+000  ,35.714  ,39.285  ,50
963  ,0.000e+000  ,35  ,45  ,50
964  ,0.000e+000  ,40  ,35  ,50
965  ,0.000e+000  ,40.182  ,39.834  ,50
966  ,0.000e+000  ,40  ,45  ,50
967  ,0.000e+000  ,45.018  ,34.997  ,50
968  ,0.000e+000  ,45.181  ,39.981  ,50
969  ,0.000e+000  ,45.036  ,44.996  ,50
970  ,0.000e+000  ,50  ,35  ,50
971  ,0.000e+000  ,51.669  ,39.997  ,50
972  ,0.000e+000  ,50  ,45  ,50
973  ,0.000e+000  ,55  ,5  ,50
974  ,0.000e+000  ,55  ,10  ,50
975  ,0.000e+000  ,55  ,15  ,50
976  ,0.000e+000  ,55  ,20  ,50
977  ,0.000e+000  ,55  ,25  ,50
978  ,0.000e+000  ,55  ,30  ,50
979  ,0.000e+000  ,55.015  ,35  ,50
980  ,0.000e+000  ,55.101  ,39.999  ,50
981  ,0.000e+000  ,55  ,45  ,50
982  ,0.000e+000  ,60  ,5  ,50
983  ,0.000e+000  ,60  ,10  ,50
984  ,0.000e+000  ,60  ,15  ,50
985  ,0.000e+000  ,59.973  ,20  ,50
986  ,0.000e+000  ,59.572  ,25  ,50
987  ,0.000e+000  ,58.268  ,30  ,50
988  ,0.000e+000  ,60.727  ,35  ,50
989  ,0.000e+000  ,58.337  ,40  ,50
990  ,0.000e+000  ,60  ,45  ,50
991  ,0.000e+000  ,65  ,5  ,50
992  ,0.000e+000  ,65  ,10  ,50
993  ,0.000e+000  ,65  ,15  ,50
994  ,0.000e+000  ,65  ,20  ,50
995  ,0.000e+000  ,65  ,25  ,50
996  ,0.000e+000  ,63.204  ,30  ,50
997  ,0.000e+000  ,65  ,35  ,50
998  ,0.000e+000  ,63.273  ,40  ,50
999  ,0.000e+000  ,65  ,45  ,50
1000  ,0.000e+000  ,-5  ,35  ,50
1001  ,0.000e+000  ,-7.3481  ,39.976  ,50
1002  ,0.000e+000  ,-8.7815  ,44.992  ,50
1003  ,0.000e+000  ,-5  ,50  ,50
1004  ,0.000e+000  ,-15  ,35  ,50
1005  ,0.000e+000  ,-14.304  ,39.996  ,50
1006  ,0.000e+000  ,-15  ,45  ,50
1007  ,0.000e+000  ,-20  ,35  ,50
1008  ,0.000e+000  ,-19.884  ,40  ,50
1009  ,0.000e+000  ,-20  ,45  ,50
1010  ,0.000e+000  ,-25  ,35  ,50
1011  ,0.000e+000  ,-24.982  ,40  ,50
1012  ,0.000e+000  ,-25  ,45  ,50
1013  ,0.000e+000  ,-30  ,35  ,50
1014  ,0.000e+000  ,-29.997  ,40  ,50
1015  ,0.000e+000  ,-30  ,45  ,50
1016  ,0.000e+000  ,-35  ,35  ,50
1017  ,0.000e+000  ,-35  ,40  ,50
1018  ,0.000e+000  ,-35  ,45  ,50
1019  ,0.000e+000  ,-40  ,35  ,50
1020  ,0.000e+000  ,-40  ,40  ,50
1021  ,0.000e+000  ,-40  ,45  ,50
1022  ,0.000e+000  ,-45  ,35  ,50
1023  ,0.000e+000  ,-45  ,40  ,50
1024  ,0.000e+000  ,-45  ,45  ,50
1025  ,0.000e+000  ,-50  ,35  ,50
1026  ,0.000e+000  ,-50  ,40  ,50
1027  ,0.000e+000  ,-50  ,45  ,50
1028  ,0.000e+000  ,-55  ,5  ,50
1029  ,0.000e+000  ,-55  ,10  ,50
1030  ,0.000e+000  ,-55  ,15  ,50
1031  ,0.000e+000  ,-55  ,20  ,50
1032  ,0.000e+000  ,-55  ,25  ,50
1033  ,0.000e+000  ,-55  ,30  ,50
1034  ,0.000e+000  ,-55  ,35  ,50
1035  ,0.000e+000  ,-55  ,40  ,50
1036  ,0.000e+000  ,-55  ,45  ,50
1037  ,0.000e+000  ,-60  ,5  ,50
1038  ,0.000e+000  ,-60  ,10  ,50
1039  ,0.000e+000  ,-60  ,15  ,50
1040  ,0.000e+000  ,-60  ,20  ,50
1041  ,0.000e+000  ,-60  ,25  ,50
1042  ,0.000e+000  ,-60  ,30  ,50
1043  ,0.000e+000  ,-60  ,35  ,50
1044  ,0.000e+000  ,-60  ,40  ,50
1045  ,0.000e+000  ,-60  ,45  ,50
1046  ,0.000e+000  ,-65  ,5  ,50
1047  ,0.000e+000  ,-65  ,10  ,50
1048  ,0.000e+000  ,-65  ,15  ,50
1049  ,0.000e+000  ,-65  ,20  ,50
1050  ,0.000e+000  ,-65  ,25  ,50
1051  ,0.000e+000  ,-65  ,30  ,50
1052  ,0.000e+000  ,-65  ,35  ,50
1053  ,0.000e+000  ,-65  ,40  ,50
1054  ,0.000e+000  ,-65  ,45  ,50
1055  ,0.000e+000  ,-10  ,55  ,0
1056  ,0.000e+000  ,-5  ,55  ,0
1057  ,0.000e+000  ,-3.4694E-015  ,55  ,0
1058  ,0.000e+000  ,5  ,55  ,0
1059  ,0.000e+000  ,10  ,55  ,0
1060  ,0.000e+000  ,0  ,35  ,0
1061  ,0.000e+000  ,-1.9632  ,40.018  ,0
1062  ,0.000e+000  ,-0.095092  ,45.079  ,0
1063  ,0.000e+000  ,0  ,50  ,0
1064  ,0.000e+000  ,5  ,35  ,0
1065  ,0.000e+000  ,6.9394  ,39.046  ,0
1066  ,0.000e+000  ,6.0867  ,46.466  ,0
1067  ,0.000e+000  ,5  ,50  ,0
1068  ,0.000e+000  ,15  ,35  ,0
1069  ,0.000e+000  ,13.911  ,39.771  ,0
1070  ,0.000e+000  ,15  ,45  ,0
1071  ,0.000e+000  ,20  ,35  ,0
1072  ,0.000e+000  ,18.22  ,39.965  ,0
1073  ,0.000e+000  ,20  ,45  ,0
1074  ,0.000e+000  ,24.981  ,34.999  ,0
1075  ,0.000e+000  ,24.947  ,39.996  ,0
1076  ,0.000e+000  ,24.985  ,44.999  ,0
1077  ,0.000e+000  ,30  ,35  ,0
1078  ,0.000e+000  ,31.616  ,39.999  ,0
1079  ,0.000e+000  ,30  ,45  ,0
1080  ,0.000e+000  ,35  ,35  ,0
1081  ,0.000e+000  ,35.067  ,40  ,0
1082  ,0.000e+000  ,35  ,45  ,0
1083  ,0.000e+000  ,40  ,35  ,0
1084  ,0.000e+000  ,38.399  ,40  ,0
1085  ,0.000e+000  ,40  ,45  ,0
1086  ,0.000e+000  ,44.984  ,35  ,0
1087  ,0.000e+000  ,44.967  ,40  ,0
1088  ,0.000e+000  ,44.989  ,45  ,0
1089  ,0.000e+000  ,50  ,35  ,0
1090  ,0.000e+000  ,51.629  ,40  ,0
1091  ,0.000e+000  ,50  ,45  ,0
1092  ,0.000e+000  ,55  ,5  ,0
1093  ,0.000e+000  ,55  ,10  ,0
1094  ,0.000e+000  ,55  ,15  ,0
1095  ,0.000e+000  ,55  ,20  ,0
1096  ,0.000e+000  ,55  ,25  ,0
1097  ,0.000e+000  ,55  ,30  ,0
1098  ,0.000e+000  ,53.665  ,35  ,0
1099  ,0.000e+000  ,56.668  ,40  ,0
1100  ,0.000e+000  ,55  ,45  ,0
1101  ,0.000e+000  ,60  ,5  ,0
1102  ,0.000e+000  ,60  ,10  ,0
1103  ,0.000e+000  ,60  ,15  ,0
1104  ,0.000e+000  ,60  ,20  ,0
1105  ,0.000e+000  ,59.986  ,25  ,0
1106  ,0.000e+000  ,59.809  ,30  ,0
1107  ,0.000e+000  ,58.627  ,35  ,0
1108  ,0.000e+000  ,61.686  ,40  ,0
1109  ,0.000e+000  ,60  ,45  ,0
1110  ,0.000e+000  ,65  ,5  ,0
1111  ,0.000e+000  ,65  ,10  ,0
1112  ,0.000e+000  ,65  ,15  ,0
1113  ,0.000e+000  ,65  ,20  ,0
1114  ,0.000e+000  ,65  ,25  ,0
1115  ,0.000e+000  ,65  ,30  ,0
1116  ,0.000e+000  ,65  ,35  ,0
1117  ,0.000e+000  ,65.386  ,40  ,0
